,name,latitude_deg,longitude_deg,iso_country,iata_code
6528,Aleknagik / New Airport,59.2826004,-158.6179962,US,WKK
11209,"""Ghost"" International Airport",33.284605,69.80734,AF,KHT
11247,Honiara International Airport,-9.428,160.054993,SB,HIR
11252,Munda Airport,-8.32797,157.263,SB,MUA
11276,Hongyuan Airport,32.53154,102.35224,CN,AHJ
11515,Nauru International Airport,-0.547458,166.919006,NR,INU
13104,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,CN,AXF
13109,Buka Airport,-5.4223199,154.6730042,PG,BUA
13116,Chimbu Airport,-6.0242901,144.970993,PG,CMU
13125,Daru Airport,-9.08676,143.207993,PG,DAU
13148,Goroka Airport,-6.0816898,145.3919983,PG,GKA
13155,Gurney Airport,-10.3114996,150.3339996,PG,GUR
13159,Girua Airport,-8.8045397,148.3090057,PG,PNP
13168,Hoskins Airport,-5.463846,150.407327,PG,HKN
13197,Kerema Airport,-7.9636102,145.7709961,PG,KMA
13201,Kavieng Airport,-2.5794001,150.8079987,PG,KVG
13218,Madang Airport,-5.2070799,145.7890015,PG,MAG
13219,Mount Hagen Kagamuga Airport,-5.828212,144.299412,PG,HGU
13222,Mendi Airport,-6.14774,143.656998,PG,MDU
13223,Momote Airport,-2.06189,147.423996,PG,MAS
13237,Nadzab Airport,-6.569803,146.725977,PG,LAE
13259,Port Moresby Jacksons International Airport,-9.4433804,147.2200012,PG,POM
13298,Tokua Airport,-4.34046,152.380005,PG,RAB
13328,Vanimo Airport,-2.6926,141.3028,PG,VAI
13332,Wapenamanda Airport,-5.635293,143.892231,PG,WBM
13334,Wewak International Airport,-3.5838301,143.6690063,PG,WWK
13371,Zabrat Airport,40.4955422,49.9768066,AZ,ZXT
13520,Benguera Island Airport,-21.8533001,35.4383011,MZ,BCW
13686,Bezmer Air Base,42.4548988,26.3521996,BG,JAM
13687,Aasiaat Airport,68.721802,-52.784698,GL,JEG
13695,Narsarsuaq Airport,61.1605,-45.425999,GL,UAK
13705,Nuuk Airport,64.193022,-51.676512,GL,GOH
13717,Kulusuk Airport,65.573601,-37.1236,GL,KUS
13743,Kangerlussuaq Airport,67.010446,-50.715294,GL,SFJ
13748,Sisimiut Airport,66.951302,-53.729301,GL,JHS
13752,Thule Air Base,76.531197,-68.703201,GL,THU
13773,Akureyri Airport,65.6600037,-18.0727005,IS,AEY
13784,Egilsstaðir Airport,65.2833023,-14.4013996,IS,EGS
13800,Hornafjörður Airport,64.295601,-15.2272,IS,HFN
13804,Húsavík Airport,65.952301,-17.426001,IS,HZK
13810,Ísafjörður Airport,66.0580978,-23.1352997,IS,IFJ
13814,Keflavik International Airport,63.985001,-22.6056,IS,KEF
13830,Reykjavik Airport,64.1299973,-21.9405994,IS,RKV
13837,Siglufjörður Airport,66.137847,-18.908157,IS,SIJ
13854,Vestmannaeyjar Airport,63.4243011,-20.2789001,IS,VEY
13861,Priština Adem Jashari International Airport,42.5728,21.035801,XK,PRN
14488,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,BR,VDC
15812,Betong International Airport,5.79,101.15,TH,BTZ
15883,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,BY,TXC
15953,Big Creek Airport,16.519369,-88.407913,BZ,BGK
15954,Caye Caulker Airport,17.735015,-88.032862,BZ,CUK
15955,Caye Chapel Airport,17.683792,-88.044985,BZ,CYC
15956,Corozal Municipal Airport,18.3822,-88.411903,BZ,CZH
15957,Dangriga Airport,16.98251,-88.230988,BZ,DGA
15961,Placencia Airport,16.536957,-88.361511,BZ,PLJ
15962,Punta Gorda Airport,16.1024,-88.808296,BZ,PND
15963,Sartaneja Airport,18.3561,-88.130798,BZ,SJX
15964,John Greif II Airport,17.9139,-87.9711,BZ,SPR
15968,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,BZ,TZA
15969,Bazaruto Island Airport,-21.5411,35.4729,MZ,BZB
17049,Anahim Lake Airport,52.451501,-125.303776,CA,YAA
17136,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,CA,YZA
17151,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,CA,ZEL
18256,Nuevo Chaitén Airport,-42.781943,-72.834999,CL,WCH
18463,Yuanmou Air Base,25.737499,101.882004,CN,YUA
18475,Zhangjiakou Ningyuan Airport,40.738602,114.93,CN,ZQZ
18478,Baoshan Yunrui Airport,25.053301,99.168297,CN,BSD
18491,Lincang Boshang Airport,23.7381,100.025002,CN,LNJ
18497,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,CN,RKZ
18501,Panzhihua Bao'anying Airport,26.54,101.79852,CN,PZI
18512,Foshan Shadi Airport,23.0833,113.07,CN,FUO
18518,Xinyang Minggang Airport,32.540819,114.079141,CN,XAI
18519,Huizhou Pingtan Airport,23.049999,114.599998,CN,HUZ
18530,Shaoguan Danxia Airport,24.9786,113.420998,CN,HSC
18532,Jinggangshan Airport,26.856899,114.737,CN,JGS
18533,Baise Youjiang Airport,23.7206,106.959999,CN,AEB
18540,Lianyungang Huaguoshan International Airport,34.41406,119.17899,CN,LYG
18542,Dongying Shengli Airport,37.5085983,118.788002,CN,DOY
18555,Xingcheng Air Base,40.580328,120.700374,CN,XEN
18564,Altay Xuedu Airport,47.749886,88.085808,CN,AAT
18581,Tianshui Maijishan Airport,34.559399,105.860001,CN,THQ
18629,Wuhan Hannan Municipal Airport,30.25521,114.062805,CN,WHN
18639,Beijing Nanjiao Airport,39.48595,116.37236,CN,NAY
18640,Dandong Langtou Airport,40.0247,124.286003,CN,DDG
18687,Xigaze Dingri Airport,28.604567,86.798,CN,DDR
18688,Tashikuergan Hongqilafu Airport,37.661333,75.288877,CN,HQL
18804,Zhanjiang Wuchuan Airport,21.481667,110.590278,CN,ZHA
18864,Nantong Xingdong International Airport,32.070801,120.975998,CN,NTG
19920,Lefkoniko Airport / Geçitkale Air Base,35.23591,33.720088,CY,GEC
20006,Cat Lake Airport,51.7271996,-91.8244019,CA,YAC
20008,Fort Frances Municipal Airport,48.655749,-93.44349,CA,YAG
20009,La Grande-4 Airport,53.7546997,-73.6753006,CA,YAH
20010,Alert Bay Airport,50.582199,-126.916,CA,YAL
20011,Sault Ste Marie Airport,46.485001,-84.509399,CA,YAM
20012,Kasabonika Airport,53.5247002,-88.6427994,CA,XKS
20013,Kangirsuk Airport,60.0271988,-69.9991989,CA,YKG
20014,Attawapiskat Airport,52.9275017,-82.4319,CA,YAT
20019,St. Anthony Airport,51.391909,-56.08321,CA,YAY
20020,Tofino / Long Beach Airport,49.079833,-125.775583,CA,YAZ
20023,Kugaaruk Airport,68.534401,-89.808098,CA,YBB
20024,Baie-Comeau Airport,49.1325,-68.204399,CA,YBC
20025,Bella Coola Airport,52.387501,-126.596001,CA,QBC
20026,Uranium City Airport,59.5614014,-108.4810028,CA,YBE
20027,Bonnyville Airport,54.304199,-110.744003,CA,YBY
20028,CFB Bagotville,48.3306007,-70.9963989,CA,YBG
20029,Baker Lake Airport,64.2988968,-96.0777969,CA,YBK
20030,Campbell River Airport,49.950802,-125.271004,CA,YBL
20033,Tadoule Lake Airport,58.7061,-98.512199,CA,XTL
20034,Brandon Municipal Airport,49.91,-99.951897,CA,YBR
20035,Brochet Airport,57.8894,-101.679001,CA,YBT
20037,Berens River Airport,52.358898,-97.018303,CA,YBV
20039,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,CA,YBX
20040,Cartwright Airport,53.682501,-57.042303,CA,YRF
20041,Cambridge Bay Airport,69.1081009,-105.1380005,CA,YCB
20042,Cornwall Regional Airport,45.092637,-74.567724,CA,YCC
20043,Nanaimo Airport,49.05497,-123.869863,CA,YCD
20044,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,CA,YCE
20045,Castlegar/West Kootenay Regional Airport,49.2963982,-117.6320038,CA,YCG
20046,Miramichi Airport,47.007801,-65.449203,CA,YCH
20048,Charlo Airport,47.990799,-66.330299,CA,YCL
20049,Cochrane Airport,49.1055984,-81.0136032,CA,YCN
20050,Kugluktuk Airport,67.816704,-115.143997,CA,YCO
20052,Chetwynd Airport,55.6871986,-121.6269989,CA,YCQ
20053,Cross Lake (Charlie Sinclair Memorial) Airport,54.6105995,-97.7608032,CA,YCR
20054,Chesterfield Inlet Airport,63.3469009,-90.731102,CA,YCS
20059,Clyde River Airport,70.4860992,-68.5167007,CA,YCY
20063,Dawson City Airport,64.0430984,-139.128006,CA,YDA
20064,Burwash Airport,61.371101,-139.041,CA,YDB
20066,Deer Lake Airport,49.2108002,-57.3913994,CA,YDF
20069,Ross River Airport,61.9706001,-132.4230042,CA,XRR
20070,Dauphin Barker Airport,51.1007996,-100.052002,CA,YDN
20071,Dolbeau St Felicien Airport,48.7784996,-72.375,CA,YDO
20072,Nain Airport,56.550778,-61.682224,CA,YDP
20073,Dawson Creek Airport,55.7422981,-120.1829987,CA,YDQ
20077,Edmonton International Airport,53.3097,-113.580002,CA,YEG
20078,Arviat Airport,61.0942001,-94.0708008,CA,YEK
20079,Elliot Lake Municipal Airport,46.3513985,-82.5614014,CA,YEL
20080,Manitoulin East Municipal Airport,45.842435,-81.857595,CA,YEM
20081,Estevan Airport,49.2103004,-102.9660034,CA,YEN
20082,Fort Severn Airport,56.0189018,-87.6761017,CA,YER
20084,Edson Airport,53.5788994,-116.4649963,CA,YET
20086,Inuvik Mike Zubko Airport,68.3041992,-133.4830017,CA,YEV
20087,Amos/Magny Airport,48.563903,-78.249702,CA,YEY
20088,Fort Albany Airport,52.2014008,-81.6968994,CA,YFA
20089,Iqaluit Airport,63.756402,-68.555801,CA,YFB
20090,Fredericton Airport,45.8689003,-66.5372009,CA,YFC
20092,Forestville Airport,48.7461014,-69.0971985,CA,YFE
20093,Fort Hope Airport,51.5619011,-87.9077988,CA,YFH
20094,Mont-Tremblant International Airport,46.409401,-74.779999,CA,YTM
20095,Flin Flon Airport,54.6781006,-101.6819992,CA,YFO
20096,Fort Resolution Airport,61.1808014,-113.6900024,CA,YFR
20097,Fort Simpson Airport,61.7602005,-121.2369995,CA,YFS
20098,Makkovik Airport,55.077335,-59.187942,CA,YMN
20100,Texada Gillies Bay Airport,49.6941986,-124.5179977,CA,YGB
20103,Fort Good Hope Airport,66.240799,-128.651001,CA,YGH
20104,Kingston Norman Rogers Airport,44.2253,-76.596901,CA,YGK
20105,La Grande Rivière Airport,53.6253014,-77.7042007,CA,YGL
20106,Gimli Industrial Park Airport,50.6281013,-97.0432968,CA,YGM
20107,Gods Lake Narrows Airport,54.5588989,-94.4914017,CA,YGO
20108,Gaspé (Michel-Pouliot) Airport,48.7752991,-64.4785995,CA,YGP
20109,Geraldton Greenstone Regional Airport,49.7783012,-86.9393997,CA,YGQ
20110,Îles-de-la-Madeleine Airport,47.425242,-61.778612,CA,YGR
20111,Igloolik Airport,69.3647003,-81.8161011,CA,YGT
20112,Havre-Saint-Pierre Airport,50.281898,-63.611401,CA,YGV
20113,Kuujjuarapik Airport,55.2818985,-77.7652969,CA,YGW
20114,Gillam Airport,56.3574982,-94.7106018,CA,YGX
20115,Grise Fiord Airport,76.4261017,-82.9092026,CA,YGZ
20116,Quaqtaq Airport,61.0463982,-69.6177979,CA,YQC
20119,Dryden Regional Airport,49.831699,-92.744202,CA,YHD
20120,Hope Airport / FVRD Regional Airpark,49.368865,-121.49495,CA,YHE
20121,Hearst René Fontaine Municipal Airport,49.7141991,-83.6860962,CA,YHF
20122,Nemiscau Airport,51.6911011,-76.1355972,CA,YNS
20123,Ulukhaktok Holman Airport,70.7628021,-117.8059998,CA,YHI
20124,Gjoa Haven Airport,68.6355972,-95.8497009,CA,YHK
20125,John C. Munro Hamilton International Airport,43.1735992,-79.9349976,CA,YHM
20126,Hornepayne Municipal Airport,49.1931,-84.7589035,CA,YHN
20127,Hopedale Airport,55.448757,-60.228124,CA,YHO
20128,Chevery Airport,50.4688988,-59.6366997,CA,YHR
20130,Haines Junction Airport,60.7892,-137.546005,CA,YHT
20131,Montréal / Saint-Hubert Airport,45.5175018,-73.4169006,CA,YHU
20132,Hay River / Merlyn Carter Airport,60.8396988,-115.7829971,CA,YHY
20133,Halifax / Stanfield International Airport,44.8807983,-63.5085983,CA,YHZ
20134,Atikokan Municipal Airport,48.7738991,-91.6386032,CA,YIB
20135,Digby / Annapolis Regional Airport,44.545845,-65.7854247,CA,YDG
20136,St Augustin Airport,51.2117004,-58.6582985,CA,YIF
20137,Ivujivik Airport,62.4173012,-77.9253006,CA,YIK
20138,Pond Inlet Airport,72.6832962,-77.9666977,CA,YIO
20139,Island Lake Airport,53.8572006,-94.6536026,CA,YIV
20141,Fort Liard Airport,60.2358017,-123.4690018,CA,YJF
20143,St Jean Airport,45.2943993,-73.2810974,CA,YJN
20146,Stephenville Airport,48.5442009,-58.5499992,CA,YJT
20147,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,CA,YKA
20149,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,CA,LAK
20150,Waterloo Airport,43.4608002,-80.3786011,CA,YKF
20151,Kangiqsujuaq (Wakeham Bay) Airport,61.5886002,-71.9293976,CA,YWB
20152,Key Lake Airport,57.2560997,-105.6179962,CA,YKJ
20153,Schefferville Airport,54.8053017,-66.8052979,CA,YKL
20155,Akulivik Airport,60.8185997,-78.1485977,CA,AKV
20156,Waskaganish Airport,51.4733009,-78.7583008,CA,YKQ
20158,Kirkland Lake Airport,48.2103004,-79.9813995,CA,YKX
20159,Kindersley Airport,51.5175018,-109.1809998,CA,YKY
20160,Buttonville Municipal Airport,43.8622017,-79.3700027,CA,YKZ
20161,Aupaluk Airport,59.2966995,-69.5997009,CA,YPJ
20163,Kimmirut Airport,62.848253,-69.877853,CA,YLC
20164,Chapleau Airport,47.8199997,-83.3467026,CA,YLD
20165,Lansdowne House Airport,52.1955986,-87.9341965,CA,YLH
20167,Meadow Lake Airport,54.1253014,-108.5230026,CA,YLJ
20168,Lutselk'e Airport,62.418303,-110.681998,CA,YSG
20169,Lloydminster Airport,53.3092003,-110.072998,CA,YLL
20171,Leaf Rapids Airport,56.5133018,-99.9852982,CA,YLR
20173,Alert Airport,82.517799,-62.280602,CA,YLT
20174,Kangiqsualujjuaq (Georges River) Airport,58.711399,-65.992798,CA,XGR
20175,Kelowna International Airport,49.9561,-119.377998,CA,YLW
20177,Mayo Airport,63.6164017,-135.8679962,CA,YMA
20178,Matane Airport,48.8568993,-67.4533005,CA,YME
20179,Manitouwadge Airport,49.0839005,-85.8606033,CA,YMG
20180,Mary's Harbour Airport,52.302837,-55.847626,CA,YMH
20181,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.3302994,-105.5589981,CA,YMJ
20182,Charlevoix Airport,47.5974998,-70.2238998,CA,YML
20183,Fort McMurray Airport,56.6533012,-111.2220001,CA,YMM
20184,Moosonee Airport,51.2910995,-80.6078033,CA,YMO
20185,Chapais Airport,49.7719002,-74.5280991,CA,YMT
20186,Umiujaq Airport,56.5360985,-76.5183029,CA,YUD
20188,Montreal International (Mirabel) Airport,45.679501,-74.038696,CA,YMX
20191,Natashquan Airport,50.1899986,-61.7891998,CA,YNA
20192,Wemindji Airport,53.010601,-78.8311005,CA,YNC
20193,Ottawa / Gatineau Airport,45.521702,-75.563599,CA,YND
20194,Norway House Airport,53.9583015,-97.8442001,CA,YNE
20197,Points North Landing Airport,58.2766991,-104.0820007,CA,YNL
20198,Matagami Airport,49.7616997,-77.802803,CA,YNM
20201,Ekati Airport,64.6988983,-110.6149979,CA,YOA
20202,Old Crow Airport,67.5706024,-139.8390045,CA,YOC
20203,CFB Cold Lake,54.4049988,-110.2789993,CA,YOD
20204,Oxford House Airport,54.9333,-95.2789001,CA,YOH
20205,High Level Airport,58.6213989,-117.1650009,CA,YOJ
20206,Oshawa Executive Airport,43.922798,-78.894997,CA,YOO
20207,Rainbow Lake Airport,58.4914017,-119.4079971,CA,YOP
20208,Owen Sound / Billy Bishop Regional Airport,44.5903015,-80.8375015,CA,YOS
20209,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,CA,YOW
20212,Prince Albert Glass Field,53.2141991,-105.6729965,CA,YPA
20213,Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.3608381,-124.07547,CA,YPC
20214,Port Hawkesbury Airport,45.6567001,-61.3680992,CA,YPS
20215,Peace River Airport,56.226898,-117.446999,CA,YPE
20216,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,CA,YPG
20217,Inukjuak Airport,58.4719009,-78.0768967,CA,YPH
20219,Pickle Lake Airport,51.4463997,-90.2142029,CA,YPL
20220,Pikangikum Airport,51.8196983,-93.9732971,CA,YPM
20221,Port Menier Airport,49.8363991,-64.2885971,CA,YPN
20222,Peawanuck Airport,54.9880981,-85.4432983,CA,YPO
20224,Peterborough Municipal Airport,44.23,-78.363297,CA,YPQ
20225,Prince Rupert Airport,54.2860985,-130.4450073,CA,YPR
20229,Powell River Airport,49.8342018,-124.5,CA,YPW
20230,Puvirnituq Airport,60.0505981,-77.2869034,CA,YPX
20231,Fort Chipewyan Airport,58.7672005,-111.1169968,CA,YPY
20232,Burns Lake Airport,54.3764,-125.950996,CA,YPZ
20233,Muskoka Airport,44.9747009,-79.303299,CA,YQA
20234,Quebec Jean Lesage International Airport,46.7911,-71.393303,CA,YQB
20235,The Pas Airport,53.9714012,-101.0910034,CA,YQD
20236,Red Deer Regional Airport,52.182201,-113.893997,CA,YQF
20237,Windsor Airport,42.2756004,-82.9555969,CA,YQG
20238,Watson Lake Airport,60.1164017,-128.8220062,CA,YQH
20239,Yarmouth Airport,43.8269005,-66.0880966,CA,YQI
20240,Kenora Airport,49.7882996,-94.3630981,CA,YQK
20241,Lethbridge County Airport,49.6302986,-112.8000031,CA,YQL
20242,Greater Moncton Roméo LeBlanc International Airport,46.112202,-64.678596,CA,YQM
20243,Nakina Airport,50.1828003,-86.6964035,CA,YQN
20244,Comox Valley Airport / CFB Comox,49.7108,-124.887001,CA,YQQ
20245,Regina International Airport,50.4319,-104.6660004,CA,YQR
20246,St Thomas Municipal Airport,42.7700005,-81.1108017,CA,YQS
20247,Thunder Bay Airport,48.3718987,-89.3238983,CA,YQT
20248,Grande Prairie Airport,55.1796989,-118.8850021,CA,YQU
20249,Yorkton Municipal Airport,51.2647018,-102.461998,CA,YQV
20250,North Battleford Airport,52.769409,-108.243742,CA,YQW
20251,Gander International Airport / CFB Gander,48.936258,-54.567719,CA,YQX
20252,Sydney / J.A. Douglas McCurdy Airport,46.1614,-60.047798,CA,YQY
20253,Quesnel Airport,53.0261002,-122.5100021,CA,YQZ
20254,Rae Lakes Airport,64.1160965,-117.3099976,CA,YRA
20255,Resolute Bay Airport,74.7169037,-94.9693985,CA,YRB
20257,Rivière-du-Loup Airport,47.7644005,-69.5847015,CA,YRI
20258,Roberval Airport,48.5200005,-72.2656021,CA,YRJ
20259,Red Lake Airport,51.0668983,-93.7930984,CA,YRL
20261,Ottawa / Rockcliffe Airport,45.4603004,-75.6461029,CA,YRO
20263,Trois-Rivières Airport,46.3527985,-72.6793976,CA,YRQ
20264,Red Sucker Lake Airport,54.1671982,-93.5571976,CA,YRS
20265,Rankin Inlet Airport,62.8114014,-92.115799,CA,YRT
20266,Revelstoke Airport,50.962245,-118.184258,CA,YRV
20269,Sudbury Airport,46.625,-80.7988968,CA,YSB
20270,Sherbrooke Airport,45.438599,-71.691399,CA,YSC
20273,Stony Rapids Airport,59.2503014,-105.8410034,CA,YSF
20275,Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,CA,YSH
20276,Saint John Airport,45.3161011,-65.8902969,CA,YSJ
20277,Sanikiluaq Airport,56.5377998,-79.2466965,CA,YSK
20278,Saint-Léonard Airport,47.157097,-67.836242,CA,YSL
20279,Fort Smith Airport,60.020302,-111.961998,CA,YSM
20280,Niagara District Airport,43.1917,-79.1717,CA,YCM
20281,Marathon Airport,48.7552986,-86.3443985,CA,YSP
20284,St. Theresa Point Airport,53.8456001,-94.8518982,CA,YST
20285,Summerside Airport,46.440601,-63.833599,CA,YSU
20287,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.9938965,-125.2429962,CA,YSY
20289,Pembroke Airport,45.864399,-77.2517014,CA,YTA
20290,Cape Dorset Airport,64.230003,-76.526703,CA,YTE
20291,Alma Airport,48.5088997,-71.6418991,CA,YTF
20292,Thompson Airport,55.8011017,-97.8641968,CA,YTH
20293,Big Trout Lake Airport,53.8177986,-89.8968964,CA,YTL
20295,Tasiujaq Airport,58.6678009,-69.9558029,CA,YTQ
20296,CFB Trenton,44.1189003,-77.5280991,CA,YTR
20297,Timmins/Victor M. Power,48.5696983,-81.3767014,CA,YTS
20298,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,CA,YTZ
20299,Tuktoyaktuk / James Gruben Airport,69.433296,-133.026001,CA,YUB
20300,Montreal / Pierre Elliott Trudeau International Airport,45.4706001,-73.740799,CA,YUL
20301,Naujaat Airport,66.5214,-86.224701,CA,YUT
20302,Hall Beach Airport,68.7761,-81.2425,CA,YUX
20303,Rouyn Noranda Airport,48.2061005,-78.8356018,CA,YUY
20304,Bonaventure Airport,48.071098,-65.460297,CA,YVB
20305,La Ronge Airport,55.1514015,-105.262001,CA,YVC
20308,Vernon Airport,50.2481003,-119.3310013,CA,YVE
20310,Qikiqtarjuaq Airport,67.546232,-64.031754,CA,YVM
20311,Val-d'Or Airport,48.053299,-77.7827988,CA,YVO
20312,Kuujjuaq Airport,58.0960999,-68.4269028,CA,YVP
20313,Norman Wells Airport,65.281601,-126.7979965,CA,YVQ
20314,Vancouver International Airport,49.1939011,-123.1839981,CA,YVR
20316,Wiarton Airport,44.7458,-81.107201,CA,YVV
20317,Deer Lake Airport,52.6557999,-94.0614014,CA,YVZ
20318,Petawawa Airport,45.9522018,-77.3191986,CA,YWA
20320,Winnipeg / James Armstrong Richardson International Airport,49.9099998,-97.2398987,CA,YWG
20322,Déline Airport,65.211098,-123.435997,CA,YWJ
20323,Wabush Airport,52.9219017,-66.8644028,CA,YWK
20324,Williams Lake Airport,52.1831017,-122.0540009,CA,YWL
20326,Webequie Airport,52.9593934,-87.3748684,CA,YWP
20328,Wrigley Airport,63.2094002,-123.4369965,CA,YWY
20329,Cranbrook/Canadian Rockies International Airport,49.6108017,-115.7819977,CA,YXC
20331,Saskatoon John G. Diefenbaker International Airport,52.1707993,-106.6999969,CA,YXE
20332,Medicine Hat Regional Airport,50.018902,-110.721001,CA,YXH
20334,Fort St John / North Peace Regional Airport,56.238098,-120.739998,CA,YXJ
20335,Rimouski Airport,48.4780998,-68.4969025,CA,YXK
20336,Sioux Lookout Airport,50.1138992,-91.9052963,CA,YXL
20337,Whale Cove Airport,62.2400017,-92.5980988,CA,YXN
20338,Pangnirtung Airport,66.1449966,-65.7136002,CA,YXP
20339,Beaver Creek Airport,62.4103012,-140.8670044,CA,YXQ
20340,Earlton (Timiskaming Regional) Airport,47.6974007,-79.8473454,CA,YXR
20341,Prince George Airport,53.884311,-122.666554,CA,YXS
20342,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,CA,YXT
20343,London Airport,43.035599,-81.1539,CA,YXU
20344,Abbotsford International Airport,49.025299,-122.361,CA,YXX
20345,Whitehorse / Erik Nielsen International Airport,60.709599,-135.067001,CA,YXY
20346,Wawa Airport,47.9667015,-84.7866974,CA,YXZ
20347,North Bay Jack Garland Airport,46.363602,-79.422798,CA,YYB
20348,Calgary International Airport,51.1138992,-114.0199966,CA,YYC
20349,Smithers Airport,54.8246994,-127.1829987,CA,YYD
20350,Fort Nelson Airport,58.8363991,-122.5970001,CA,YYE
20351,Penticton Airport,49.4631004,-119.6019974,CA,YYF
20352,Charlottetown Airport,46.2900009,-63.1211014,CA,YYG
20353,Taloyoak Airport,69.5467,-93.576698,CA,YYH
20354,Victoria International Airport,48.6469,-123.426003,CA,YYJ
20355,Lynn Lake Airport,56.8638992,-101.0759964,CA,YYL
20357,Swift Current Airport,50.2919006,-107.6910019,CA,YYN
20359,Churchill Airport,58.7392006,-94.0650024,CA,YYQ
20360,Goose Bay Airport,53.3191986,-60.4258003,CA,YYR
20361,St. John's International Airport,47.618599,-52.7519,CA,YYT
20362,Kapuskasing Airport,49.4138985,-82.4674988,CA,YYU
20363,Armstrong Airport,50.2902985,-88.9096985,CA,YYW
20364,Mont Joli Airport,48.6086006,-68.2080994,CA,YYY
20365,Toronto Lester B. Pearson International Airport,43.6772,-79.6306,CA,YYZ
20367,Gore Bay Manitoulin Airport,45.8853,-82.567802,CA,YZE
20368,Yellowknife International Airport,62.462799,-114.440002,CA,YZF
20369,Salluit Airport,62.1794014,-75.6671982,CA,YZG
20370,Slave Lake Airport,55.2930984,-114.7770004,CA,YZH
20371,Sandspit Airport,53.2542992,-131.8139954,CA,YZP
20372,Chris Hadfield Airport,42.9994011,-82.3088989,CA,YZR
20373,Coral Harbour Airport,64.1932983,-83.3593979,CA,YZS
20374,Port Hardy Airport,50.6805992,-127.3669968,CA,YZT
20375,Whitecourt Airport,54.1439018,-115.7870026,CA,YZU
20376,Sept-Îles Airport,50.2233009,-66.2656021,CA,YZV
20377,Teslin Airport,60.1727982,-132.7429962,CA,YZW
20378,CFB Greenwood,44.9844017,-64.9169006,CA,YZX
20596,York Landing Airport,56.0894012,-96.0892029,CA,ZAC
20597,Shuswap Regional Airport,50.682802,-119.228996,CA,YSN
20599,Boundary Bay Airport,49.0742,-123.012001,CA,YDT
20600,Ilford Airport,56.05163,-95.620523,CA,ILF
20601,Bathurst Airport,47.6297,-65.738899,CA,ZBF
20602,Bromont (Roland Désourdy) Airport,45.290798,-72.741402,CA,ZBM
20603,Kelsey Airport,56.0374985,-96.509697,CA,KES
20604,Eastmain River Airport,52.2263985,-78.5224991,CA,ZEM
20606,Faro Airport,62.2075005,-133.3760071,CA,ZFA
20607,Fond-Du-Lac Airport,59.3344002,-107.1819992,CA,ZFD
20608,Pukatawagan Airport,55.7491989,-101.2659988,CA,XPK
20609,Fort Mcpherson Airport,67.4075012,-134.8609924,CA,ZFM
20610,Tulita Airport,64.909697,-125.572998,CA,ZFN
20611,Grand Forks Airport,49.015598,-118.431,CA,ZGF
20612,Gods River Airport,54.8396988,-94.078598,CA,ZGI
20613,Little Grand Rapids Airport,52.0456009,-95.4657974,CA,ZGR
20616,Jenpeg Airport,54.5189018,-98.0460968,CA,ZJG
20617,Swan River Airport,52.120602,-101.236,CA,ZJN
20619,Kashechewan Airport,52.2825012,-81.677803,CA,ZKE
20620,Thicket Portage Airport,55.3189011,-97.7078018,CA,YTD
20621,Muskrat Dam Airport,53.4413986,-91.7628021,CA,MSA
20623,Pikwitonei Airport,55.5889015,-97.1641998,CA,PIW
20624,Masset Airport,54.0275002,-132.125,CA,ZMT
20626,Poplar River Airport,52.9965259,-97.2741938,CA,XPP
20629,Sachigo Lake Airport,53.8911018,-92.1964035,CA,ZPB
20630,Pincher Creek Airport,49.5205994,-113.9970016,CA,WPC
20632,Round Lake (Weagamow Lake) Airport,52.9435997,-91.3127975,CA,ZRJ
20633,Sandy Lake Airport,53.0642014,-93.3443985,CA,ZSJ
20634,South Indian Lake Airport,56.7928009,-98.9072037,CA,XSI
20635,Stewart Airport,55.9354104,-129.9824345,CA,ZST
20638,Shamattawa Airport,55.8656006,-92.081398,CA,ZTM
20639,Ignace Municipal Airport,49.428204,-91.720418,CA,ZUC
20642,Lac Brochet Airport,58.6175003,-101.4690018,CA,XLB
20643,Wollaston Lake Airport,58.1068993,-103.1719971,CA,ZWL
20688,Blida Airport,36.503601,2.81417,DZ,QLD
20689,Bou Saada Airport,35.3325,4.20639,DZ,BUJ
20690,Soummam–Abane Ramdane Airport,36.711952,5.069804,DZ,BJA
20692,Houari Boumediene Airport,36.693886,3.214531,DZ,ALG
